word,phonemes,label
apocalipsului,start AE P OH K AE L IH P S UW L,UW
radem,start R AE D EH,M
slovenii,start S L OH,V
deformai,start D EH F OH,R
speculam,start S P EH K UW L AE M,stop
dermatologa,start D EH R M AE T OH L OH G,AE
interesase,start,IH
insultat,start,IH
provocam,start P R OH V OH K,AE
pregăteați,start P R EH G AX T Y AE,T
deranjaseși,start D EH R,AE
năluci,start N AX L UW CH,stop
folosesc,start F OH L OH,S
imputam,start IH M P UW T AE M,stop
clădirăți,start K,L
pula,start P,UW
mulțumita,start M UW L,UW
primitul,start P R IH M IH T UW L,stop
răpite,start R AX,P
orientați,start OH R IH EH N T AE,stop
totalitate,start T OH T AE L IH T AE T,EH
testiculul,start T EH S T IH,K
arau,start AE R,AE
grăbiserăți,start G R AX,B
neîmbunătățit,start N EH,IX
rozmarin,start R OH,Z
resursă,start,R
intensificase,start IH N T,EH
supserăm,start S,UW
sugi,start S UW JH,stop
substanțe,start,S
cremei,start K R,EH
zonei,start Z OH N EH Y,stop
delimitaserăm,start D EH L IH M IH T AE,S
întâlnim,start,IX
înjurături,start IX N ZH UW R,AX
seduci,start S EH D UW CH,stop
reîntra,start R EH IX N T R,AE
supserăți,start S UW P,S
ungaria,start UW,N
călătoriții,start K AX L AX T OH,R
dictase,start D,IH
macabrilor,start M AE K AE B R IH L,OH
muram,start,M
accelerezi,start AE K CH EH L EH R EH,Z
răpea,start R AX P,EH
sângerarăm,start S IX N,JH
rom,start,R
feminitate,start F EH M IH N IH T AE T,EH
controlaserăți,start K OH N T R OH L AE S EH R AX T S,stop
jurase,start ZH UW,R
înzestrezi,start IX N Z EH,S
perfectasem,start P EH R F,EH
perversitate,start P EH R V EH R,S
perturb,start P EH R T,UW
gândeați,start G IX N D EH,AE
armenia,start AE R M EH N IH AE,stop
paradox,start P,AE
stimulași,start S,T
complexități,start OH M P L EH K S IH T,AX
prieteni,start P R IH EH,T
supsese,start,S
abandonăm,start,AE
anulai,start AE N UW L AE Y,stop
concepi,start K OH N CH EH,P
tentează,start T EH N T EH AE Z AX,stop
focare,start F OH K AE R EH,stop
prepuțuri,start P,R
dușmăniseși,start D UW,SH
apocalipticilor,start AE P OH K AE L IH,P
elevei,start,EH
comparase,start K OH,M
italiancă,start IH T AE,L
zăpușitul,start Z AX,P
mistificam,start M IH S T IH F,IH
ignoram,start IH G N OH,R
ridici,start R IH D,IH
frumoasei,start F R UW M OH AE S EH,Y
formelor,start F OH R,M
primitul,start P,R
fututului,start F UW T UW T UW L UW,Y
fabricam,start F AE B R IH K,AE
costescu,start K OH S,T
detonase,start D EH T OH N,AE
deliraseră,start D EH,L
somași,start S OH M AE,SH
dușmăneați,start D UW SH M AX N Y,AE
supt,start,S
gândita,start G IX N D IH T,AE
pornograful,start P OH R N OH G R AE,F
abandonăm,start AE,B
șoptiților,start SH OH P T IH IH,L
italia,start IH T AE L,IH
armenia,start AE R M EH,N
tatuajului,start T AE T UW AE ZH UW L,UW
cititelor,start CH IH T IH T EH,L
croația,start K R OH AE,IH
masturbarăți,start M AE S,T
crucificam,start,K
gravitate,start G,R
îmbunătățea,start IX,M
consolidam,start,K
întristarăm,start IX N T R IH S T AE R AX,M
aurea,start AE UW R EH,AE
îmbunătățise,start IX M B UW N AX T AX T,S
mâncând,start M IX N K IX,N
serbam,start,S
strigam,start S T,R
gazelo,start G AE Z EH L OH,stop
căldare,start K AX L D AE R EH,stop
clădiților,start K L AX,D
gândiși,start,G
consolidai,start K OH N,S
sangvin,start S,AE
mersi,start M EH,R
nălucitelor,start N AX L UW CH IH T EH L OH R,stop
excavase,start EH K S K,AE
întâlniseși,start IX N T IX,L
clădiră,start K L AX D IH,R
murim,start M UW R IH,M
ghiuj,start,G
întâlnitei,start IX N T IX L N IH T,EH
sfârșirăți,start S F IX R SH,IH
întâlniserăm,start IX N,T
folosiserăm,start,F
perineelor,start,P
mulțumiseră,start M UW L UW M IH,S
regulez,start R EH G,UW
insistat,start,IH
deliberat,start,D
plictisiseși,start P L IH K T IH,S
pornească,start P OH R N EH AE S K AX,stop
expune,start EH K S,P
ferma,start F,EH
lituania,start L IH T UW AE N IH,AE
zăpușeam,start Z AX P,UW
interacțiuni,start IH N T EH R AE K T S IH UW,N
copleșitorilor,start,K
torturaseră,start T OH R T UW,R
limitași,start L IH M IH T AE SH,stop
gânditei,start G IX N,D
clădești,start K L AX D EH SH T,stop
găsirăm,start G AX S IH R,AX
mâine,start M IX Y N,EH
macabrei,start M AE K AE B R EH Y,stop
documentase,start D OH K UW M,EH
desigur,start D EH S IH G UW R,stop
masturbași,start M AE,S
inspirai,start IH N S P IH R AE Y,stop
ferocitate,start F EH R OH CH IH T AE T EH,stop
hamac,start,HH
necăjisem,start N EH K,AX
femeie,start F EH,M
cururi,start K UW,R
deseară,start D EH S EH AE,R
acatsu,start AE,K
complicam,start K OH M P L IH K AE,M
alfabetelor,start AE L F AE B EH T EH L,OH
invalidez,start IH N V AE L IH D EH Z,stop
frecaseră,start F R EH K AE S EH,R
formulei,start F OH R M,UW
sexuale,start S EH K,S
gripo,start,G
fumând,start F,UW
limitat,start L IH M,IH
orientări,start OH R,IH
sonet,start,S
paraziți,start P,AE
finalizase,start F IH N AE L IH,Z
pilotam,start P IH L OH,T
transformat,start T R AE,N
stimulai,start S T IH M UW L,AE
somau,start S OH M AE,W
cenzuram,start CH EH N,Z
ceartă,start,CH
perturbi,start P EH R,T
întristează,start IX N T R IH S T EH AE Z,AX
pilotaseși,start P IH,L
sufletele,start S UW F L EH T,EH
răpise,start R AX,P
cenzurați,start CH EH,N
înțelegeți,start IX N T S EH L EH D ZH EH T,S
motive,start M OH T,IH
frumuseții,start F R UW M UW S EH T S IH,stop
sângeraseră,start S IX N JH EH R AE,S
spovedirăm,start S P OH V EH D,IH
compensez,start,K
mea,start M EH AE,stop
zbieram,start,Z
moldovenești,start M OH L D OH,V
răpirăți,start R AX P IH R AX,T
evlaviosului,start EH V L AE V IH,OH
plictisirăți,start P L IH K T IH S IH,R
cenzurasem,start CH EH,N
compare,start,K
diseară,start D IH S EH AE R,AX
furtună,start F UW R T UW,N
anatemă,start,AE
tatuaj,start T AE T UW,AE
pregătitele,start,P
benzina,start B EH N Z IH N,AE
complice,start K,OH
armăsarii,start AE R,M
năluciserăți,start N AX L UW T SH IH S EH R,AX
afli,start,AE
gândiților,start G IX N D,IH
șantajasem,start SH AE N T AE ZH AE S EH M,stop
repet,start R EH,P
afum,start,AE
liniști,start L IH N IH,SH
frumuseților,start F R UW M UW S EH T S IH L OH R,stop
usture,start UW,S
ejaculator,start EH ZH AE K UW L AE T OH,R
compensam,start K OH M P EH N S,AE
eliminam,start EH L IH M IH,N
năluciseră,start N AX L UW T,SH
fantasme,start F AE N T,AE
nălucite,start N AX L UW CH IH T,EH
saramură,start,S
torturează,start T OH R T UW R EH AE Z,AX
cartof,start K AE R,T
reintroduci,start R EH IH N T R OH D,UW
sfârșitele,start S F IX,R
circuli,start CH IH R K UW L,stop
pregătitei,start P R EH G AX T IH T EH Y,stop
detonase,start D EH,T
memorie,start M EH M,OH
cascada,start K AE S K AE,D
atrocitate,start AE T,R
brâncă,start,B
sfârșitului,start S F IX R SH IH T UW,L
albaneze,start AE L B AE N,EH
călătoritul,start K AX,L
eroticul,start EH R OH T IH K UW,L
tragi,start T R,AE
intensificai,start IH N,T
cântărețelor,start K IX N T,AX
întâlnise,start IX N T IX,L
frecarăți,start,F
confundat,start K OH N F UW N,D
sufocam,start,S
întăriților,start IX N T,AX
șantajuri,start SH AE N T AE ZH UW R,stop
plictisitei,start P L IH K T IH S IH T EH Y,stop
misterioși,start M IH,S
vorbiseră,start V OH R B,IH
mărturisitele,start M AX R T UW R IH S IH T EH L,EH
poștaș,start P OH,SH
iluminase,start IH L UW M IH N AE S,EH
distrarăți,start D IH S T R,AE
apere,start AE P EH,R
întâlniții,start IX N T,IX
pierdut,start P Y EH,R
slovena,start S L OH V EH,N
croate,start K R OH AE T EH,stop
organizai,start OH R G AE N IH Z AE Y,stop
protestez,start P,R
cotise,start,K
răpitul,start,R
șantajista,start SH AE N T AE ZH,IH
îmbunătățitul,start IX M B UW N AX T AX,IH
vergi,start V EH,R
crucificase,start K R UW CH IH F IH K,AE
lacrima,start L AE,K
gânditului,start G IX N D IH T UW,L
hypnos,start HH,IH
bazam,start B AE,Z
aseară,start AE S EH,AE
fumare,start F,UW
găoază,start G AX W AE Z AX,stop
mărturisirăm,start M,AX
ejaculași,start EH ZH AE K UW L AE,SH
perciunat,start P EH R CH Y,UW
fusei,start F,UW
ciocolată,start CH Y OH K OH,L
călătorite,start K,AX
aceleiași,start AE CH,EH
sfârșiseși,start,S
clădeau,start K L,AX
gravitasem,start G,R
nominalizase,start N OH M IH N AE L IH Z AE S,EH
ventilai,start V EH N T IH L AE,Y
acceptam,start AE K CH EH P,T
diurn,start D IH,UW
distrez,start D IH,S
despere,start D EH S P EH R EH,stop
explicase,start EH K S P L,IH
folositei,start F OH L OH S IH,T
ejaculaseră,start EH ZH AE K UW L AE,S
indignase,start IH N D IH G N AE S,EH
numita,start N UW M,IH
șoptitului,start SH,OH
orientează,start OH,R
îmbunătățiși,start IX M B UW N,AX
clădesc,start,K
copilul,start K OH P,IH
invizibilitate,start IH N V IH Z IH B IH L IH T AE T,EH
sufletelor,start S UW F L EH T EH L OH R,stop
ciocolată,start,CH
preparat,start P R EH P,AE
eliminat,start EH L IH M,IH
clara,start,K
macedonia,start M AE CH EH D,OH
murez,start M UW,R
elipse,start,EH
plictisitelor,start P L,IH
narcotică,start N AE DX K,OH
caprina,start K AE P R IH N,AE
dicționarelor,start D IH K,IH
făcuseră,start F AX,K
lipsiră,start L IH,P
luminat,start,L
alarmam,start AE L AE R M AE M,stop
alfabetele,start AE L F AE B EH,T
întâlniserăți,start IX N T IX L N IH,S
futusem,start,F
întristă,start IX N T,R
salvai,start S AE L V AE Y,stop
abatem,start AE B AE,T
făcurăți,start F AX,K
mulțumiților,start M UW L UW M IH,IH
martirizam,start M AE R T IH,R
stimulând,start,S
consider,start K OH N S IH D EH R,stop
dușmăniserăm,start D UW SH M AX N IH S EH R AX,M
ceramiste,start CH EH R AE M IH,S
porneați,start P OH R N EH,AE
limitai,start L IH M IH T AE,Y
sexualul,start S EH K S,UW
călătoreați,start K AX L AX T OH R,Y
tură,start,T
verse,start,V
excavai,start EH K S K AE V AE,Y
lipsesc,start L IH P S,EH
cultura,start K UW L,T
sfârșim,start S,F
plictisiserăm,start P L IH K T IH,S
deranjași,start D EH R AE N ZH,AE
tovarăș,start T OH V AE R AX,SH
oprirăm,start OH P R IH,R
revoluție,start R EH V,OH
armăsarului,start AE R,M
înzestrați,start IX N Z EH S T R,AE
sălbatici,start S AX L,B
urinat,start,UW
formaserăm,start F OH R M AE S EH R,AX
catule,start K AE T UW,L
cetățence,start CH EH,T
marcase,start M,AE
finalizase,start F IH N AE L IH Z AE,S
pulosului,start P UW L OH S,UW
poloneză,start P OH,L
pilotarăți,start P IH L OH T AE AE R AX T S,stop
delimitaserăți,start D EH L IH,M
prietenul,start P R IH,EH
păianjenul,start P AX Y AE N ZH EH N,UW
culte,start K,UW
știți,start SH,T
condensat,start K OH N D EH N S,AE
sexualului,start,S
fost,start F OH S T,stop
apocalipticului,start AE P OH K AE L IH P,T
șantajului,start SH AE N T AE ZH UW,L
fută,start F UW T,AX
gratis,start,G
ipocrita,start IH P,OH
protejeze,start P R OH T,EH
năluciseși,start N AX L UW T SH IH S,EH
călătorisem,start K AX,L
estoniana,start EH S T OH N IH AE,N
sodomizarăm,start,S
analizaserăți,start AE N AE L,IH
anus,start AE N UW S,stop
capitala,start K AE P IH,T
separase,start S,EH
clădea,start,K
nivelase,start N IH,V
lea,start L EH,AE
absolutizai,start AE B S OH L UW,T
frece,start F,R
labă,start,L
viam,start V IH AE M,stop
numite,start N UW M IH T,EH
cer,start,CH
armez,start AE R,M
enigmatice,start EH N,IH
excavași,start EH K S K AE,V
oprind,start,OH
fluture,start F L UW T UW R,EH
computase,start K OH M P UW T AE S,EH
bună,start B UW,N
concepte,start K,OH
cascade,start K AE S K AE D EH,stop
stimularăți,start,S
evlavioaselor,start EH V L AE V IH OH AE S EH L OH R,stop
ignorase,start IH G N,OH
înzestreze,start IX N,Z
prezervativul,start P R EH,Z
dormi,start D OH,R
asurziserăți,start AE S UW R Z IH S EH R,AX
numesc,start,N
graviteze,start G R AE V IH T EH,Z
călătorie,start K AX L AX T OH R IH,EH
omenească,start OH M EH N EH,AE
abandoneze,start AE B AE N D OH N,EH
exclusivitate,start EH,K
fixai,start F IH K S AE Y,stop
răpească,start R AX P EH AE S K AX,stop
sângerând,start S IX N,JH
biofizician,start B,IH
invalidam,start IH N V,AE
folositul,start,F
excavaserăți,start,EH
proiect,start P R OH Y EH K,T
excavaserăți,start EH K S K AE V,AE
omniprezentelor,start OH M N IH P R EH Z EH N T EH L OH,R
viață,start V,Y
considerat,start K OH N S IH D,EH
iubise,start Y UW B IH S EH,stop
clădi,start K L AX D,IH
administrase,start AE D M IH N IH S,T
creezi,start,K
spovedise,start S P OH V EH D IH S EH,stop
veștejesc,start V EH SH T,EH
orientarăm,start OH R IH EH N T AE,R
perfectarăți,start P EH R,F
îmbunătățeai,start IX,M
fetelor,start F EH T EH L OH R,stop
laptele,start L AE,P
șoptitul,start SH,OH
muram,start M UW R AE,M
transformam,start T R AE N S F OH R M,AE
multiplicat,start M UW,L
fose,start F OH S EH,stop
exercite,start EH G Z EH R,CH
figura,start F IH G UW R AE,stop
șantajezi,start,SH
scrumierelor,start S K R UW M IH EH R EH L OH R,stop
cioculescu,start T SH OH,K
coagulez,start K OH AE G UW L EH Z,stop
cântărețelor,start K IX N T AX R EH EH L OH R,stop
gravitaserăm,start G R AE V IH T AE S EH R,AX
minoritate,start M IH N OH R IH T AE,T
întristând,start IX N T R IH S T IX,N
sărămură,start S AX,R
plictisiților,start P L IH K T IH S,IH
sângerau,start S IX N JH EH R AE W,stop
întâiul,start,IX
spovedeai,start S,P
autoritate,start AE UW T OH R IH T AE T,EH
asupra,start AE S UW P,R
călătoreau,start K AX L AX T OH R Y AE,W
ejaculezi,start EH ZH AE K UW L EH,Z
benzino,start B EH N Z IH N,OH
fiindcă,start,F
depene,start D EH,P
ejaculând,start EH ZH AE K UW L,IX
deranjeze,start D EH R AE N ZH EH,Z
croate,start K R OH AE T,EH
îmbrăca,start,IX
filigrane,start F IH L,IH
imaginai,start IH M AE,JH
sperme,start S P EH R M EH,stop
felația,start F EH,L
fața,start F AE,T
os,start OH,S
explicam,start EH K S P,L
îmbunătățitelor,start IX M,B
fuserăți,start F UW S EH R AX,stop
mulțumirăm,start M UW,L
combinam,start K OH M B IH N AE,M
grăbiși,start G R AX B IH SH,stop
tentase,start T EH N T AE,S
termini,start T EH R M,IH
percep,start P,EH
gândiseși,start G IX N D,IH
vorbeai,start,V
inunde,start IH N UW,N
apropiase,start AE P R,OH
analizaseși,start AE N AE,L
călătoriților,start,K
alunga,start AE L,UW
amici,start,AE
denaturat,start,D
bruia,start B R UW Y,AE
aplaudam,start AE,P
moldova,start M OH L D,OH
motiv,start M OH,T
citită,start CH IH T IH,T
dușmănisem,start D UW,SH
niciodată,start N IH CH OH D,AE
aburit,start AE B UW R,IH
disponibilitate,start D IH S P OH N IH B,IH
danez,start,D
figuro,start F IH G UW R OH,stop
exercitai,start EH G Z,EH
masturbase,start M AE S T UW R B AE S,EH
erotică,start EH R OH T IH K AX,stop
răpiră,start R AX P IH,R
fuserăți,start F UW S EH R,AX
delimitez,start D EH L IH M IH,T
îndoi,start IX N D OH,Y
transpire,start T R,AE
examen,start EH G Z AE M EH N,stop
limitaserăți,start L IH M,IH
pilotă,start P IH L,OH
cicliste,start CH IH K L IH,S
cerere,start CH EH R EH R,EH
compensai,start K OH M P,EH
exemplelor,start,EH
mărturisiseră,start M AX R T UW R IH S IH S EH R AX,stop
evlavie,start,EH
majoritate,start M AE ZH OH R IH T AE,T
constai,start K OH N S T,AE
portabilitate,start P OH R T AE B IH L IH T AE T,EH
fuseserăți,start F UW,S
plictisiților,start P L IH K T IH S IH IH L OH R,stop
elizeu,start EH L IH,Z
cetățeancă,start CH EH T AX,EH
caverne,start K AE V EH,R
privatizase,start P R IH V AE T IH Z,AE
moldovenești,start M OH,L
șantajist,start SH AE N T AE,ZH
românească,start,R
urbanizase,start UW R B AE N IH Z AE S,EH
mâncând,start,M
transformase,start T R AE,N
sufocat,start,S
dorme,start D OH R,M
dormii,start,D
limitași,start L IH,M
totalitate,start T OH T AE L IH T,AE
spovediseși,start S P OH V EH D,IH
glicina,start G L IH CH IH N AE,stop
copiez,start K OH P IH EH Z,stop
pungă,start P UW N G AX,stop
perfectați,start P EH R F EH K T AE,stop
admire,start AE D M IH,R
polonez,start P OH L OH N,EH
bărbaților,start B AX R B AE IH L OH R,stop
masturbeze,start M AE S T UW R B EH Z EH,stop
plictisitul,start P L,IH
polonez,start P OH L,OH
pornograficul,start P OH R N OH G R AE F IH K,UW
ejaculasem,start EH ZH AE K UW L AE,S
cumnată,start K UW M N AE T AX,stop
cenzurez,start CH EH N Z UW R,EH
găsești,start G AX S EH SH T,stop
comitem,start K OH M IH T,EH
siberia,start S IH B EH R,IH
șantajaseră,start SH AE N T AE,ZH
necăji,start N EH K AX ZH,IH
pavăză,start,P
analizezi,start AE N AE L IH Z EH Z,stop
șantajistului,start SH,AE
sărămură,start S AX R,AX
fabric,start F AE B R,IH
fuseserăm,start F UW S EH S EH R,AX
necăjim,start N EH K,AX
risca,start R IH S K,AE
misterioase,start M IH S T EH R,IH
asurzii,start AE S UW R,Z
juisez,start ZH UW IH,S
șantajatele,start SH AE N T AE ZH AE,T
deranjat,start D EH R AE N ZH,AE
formeze,start F OH R M,EH
consolidam,start K OH N S OH L,IH
mici,start M,IH
constantinescu,start K OH N S T AE N T IH N EH S K,UW
culturalizase,start K UW L T UW R AE L IH Z AE S,EH
grăbiților,start G R AX B,IH
aplicam,start AE P L IH K AE,M
folosită,start F OH L OH S IH T AX,stop
cărticică,start K T,IH
genunchi,start D ZH EH,N
iubise,start Y UW B IH,S
călătoriseră,start K AX L AX T OH,R
mărturisise,start M AX R T UW R IH S IH S EH,stop
sângeros,start,S
abandonasem,start AE,B
gnostici,start G,N
puteți,start P,UW
comute,start K OH M UW,T
dorinței,start,D
industrializam,start IH N D UW,S
ironic,start IH R,OH
asexualitate,start AE S EH K,S
armăsarului,start AE R M AX S AE R UW,L
burete,start B UW R EH,T
stingi,start S,T
delirurile,start D EH L IH R UW,R
mustre,start M,UW
omul,start OH,M
valsez,start V AE L S,EH
gânduri,start,G
creaseră,start K R EH AE S,EH
dușmăniseși,start D UW SH M AX N IH,S
șantajurile,start SH,AE
diseară,start D IH S,EH
îmbunătățim,start IX,M
inspiri,start IH N S P,IH
masturbații,start M AE S T UW R B,AE
excit,start EH K S CH,IH
folosiserăți,start F OH L OH,S
complexe,start K OH M P L EH,K
nălucise,start N,AX
apocaliptică,start AE P OH K AE L IH P T IH,K
mărturisisem,start M,AX
congelam,start K OH N JH EH L,AE
percep,start P EH R CH EH,P
lumină,start L UW,M
funcționaserăm,start F UW N K IH OH N,AE
accelerăm,start AE K CH EH L,EH
ruinez,start R UW IH N,EH
gândiserăți,start G IX N D IH S EH R AX,T
laptelui,start,L
șoptiserăm,start,SH
nălucitei,start N AX,L
modificai,start M OH,D
sacrificai,start,S
elasticitate,start,EH
vreau,start V R EH,AE
româneștile,start R OH M IX N EH,SH
scarpini,start S,K
cântărețelor,start,K
șopteați,start SH OH P T Y AE,T
întristarăm,start IX N T R,IH
masturbai,start M,AE
delirul,start,D
iubirăm,start Y UW B IH R AX,M
călătorite,start K AX L AX T OH R IH,T
întristezi,start,IX
prezice,start P R EH Z IH,CH
imi,start IH M,stop
controlă,start K OH N T,R
papi,start P AE,P
păianjenilor,start P AX Y AE N ZH EH N IH,L
răstigni,start,R
prezervativele,start P R EH,Z
gândiră,start,G
frizura,start F R,IH
prioritate,start P R,IH
gustase,start G UW S T AE S,EH
clădii,start,K
ubicuilor,start UW B,IH
scrotali,start S K,R
pornitului,start P OH R N IH,T
versatil,start V,EH
bila,start B,IH
formau,start,F
trabuc,start T R AE B UW K,stop
sfârșeați,start S F IX R,SH
dormitam,start D OH R M IH T AE M,stop
veștejita,start V EH,SH
accelerară,start AE K,CH
expirat,start EH K,S
prietenă,start P R IH EH,T
coreea,start K,OH
controlarăm,start,K
nasol,start,N
ubicuele,start UW B IH K UW EH L,EH
computase,start K,OH
întări,start IX,N
abandonai,start AE B AE N D OH N AE,Y
